CMS Unit ID,Primary Unit Identifier,Title,Quantity,Centroid Latitude,Centroid Longitude,Site Name,Materials 1,MType1,Materials 2,MType2,Descriptor 1,Descriptor Type 1,Descriptor 2,Descriptor Type 2,Descriptor 3,Descriptor Type 3,Recovery Date,HPU Method,HPU Number,Horizontal Coordinate 1,Horizontal Coordinate 2,Horizontal Measurement Unit,Horizontal Reference Point,Feature Number,Feature Type,VPU Method,VPU Number,VPU Start,VPU End,Vertical Measurement unit,Vertical Reference Point,Concat,Description 1,Description Type 1,Description Date 1,Description Author 1,Description 2,Description Type 2,Description Date 2,Description Author 2,Description 3,Description Type 3,Description Date 3,Description Author 3,Mgmt Notes 1,Mgmt Note Type 1,Mgmt Note Author 1,Mgmt Note Date 1,Mgmt Notes 2,Mgmt Note Type 2,Mgmt Note Author 2,Mgmt Note Date 2,Mgmt Notes 3,Mgmt Note Type 3,Mgmt Note Author 3,Mgmt Note Date 3,Multimedia Title,Multimedia Internal Record Number,Permanent Location,Insertion Date,Inserted By
11207384,317.293.3,Board (flat object),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,board (flat object),AAT,,,,,,,,N0,E30,,,,,,,,6,feet,,,wood fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207377,317.294.4,Board (flat object),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,board (flat object),AAT,,,,,,,,S20,W100,,,,,,,5.6,6,feet,,,,,,,,,,,,,,,This catalog number on this artifact is a duplicate and the artifact does not match the description in the catalog. It is mislabeled or the number is illegible.,Inventory,"Hoffman, Nancy Buck",10/22/2015,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207378,317.295.30,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S20,W110,,,,,,,5.5,6,feet,,,wood fragment w/ white paint,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207381,317.322.14,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S20,E60,,,,,,fill,,,,,,wood board fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207407,317.324.33,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,cut (divided),AAT,,,,,,S20,W80,,,,,,fill above floor boards,5.5,8,feet,,,"saw cut, burned, wooden knot",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207409,317.326.15,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S20,E70,,,,,,,0,1.5,feet,surface,,wood sample,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207414,317.328.20,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S20,E60,,,,,,fill,,,,,,wood board fragment with white paint,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207453,317.336.6,Burned,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,burned,AAT,sample,AAT,,,,,,S20,E70,,,,,,,2,4,feet,,,charred wood fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207431,317.340.5,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S10,E60,,,,,,fill,,,,,,wood fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207464,317.344.6,Sample,10,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,cut (divided),AAT,,,,,,S20,W60,,,9,,,bedrock,,,,,,wood fragments w/saw marks,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207444,317.345.7,Burned,3,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,burned,AAT,sample,AAT,,,,,,S20,E20,,,,,,fill,,,,,,wood fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207463,317.356.5,Sample,9,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S10,W80,,,,,,basement under trap door and stairway,,,,,,wood samples,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207442,317.358.42,Sample,4,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,paint (coating),AAT,sample,AAT,,,,,,,,S10,W100,,,,,,,6,6.1,feet,,,wood samples- one with paint,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207461,317.359.34,Sample,6,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S20,W100,,,,,,,6,6.1,feet,,,wood samples,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207446,317.373.15,Sample,2,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S20,W110,,,basement,,,basement,,6,feet,,,wood fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207448,317.382.22,Sample,7,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S10,W110,,,,,,fill (doorway),4,5,feet,,,wood fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207368,317.390.14,Sample,3,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,Base of stairwell,,,,,2,,,six inches above bedrock,,,,,,"miscellaneous samples of 1) wood, 2) plaster or mortar with paint, 3 ) Anthracite coal (not found), 4) sheet brass or bronze",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207428,317.153A.14,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,"20 S / 10 E southwest corner, fabric and window glass",S20,E10,,,,,,,5,6.3,,,,wood fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207452,317.331A.25,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S0,W20,,,under board #9,,,bedrock,,,,,,wood fragment w/saw marks,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207438,317.332A.31,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,,S0,W80,,,1,,,,5.6,5.8,feet,,,,,,,,,,,,,,,The catalog number recorded for this artifact is a duplicate.The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",11/4/2015,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207441,317.52B.9,Sample,2,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,0 N / 0 E east one foot and  0 N / 10 E west two ,N0,E0-10,,,,,,,2.7,3.7,feet,,,wood fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207440,317.95A.11,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,10 S / 10 E south five feet,S10,E10,,,,,,fill,0,6,feet,surface,,wood sample,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207390,317.95C.6,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,,,sample,AAT,,,,,,,10 S / 10 E south half found in stairwell,S10,E10,,,,,,,0,6,feet,surface,,wooden knot from a board or limb,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,651.Archaeology,7/9/2014,Nancy Hoffman
11207501,317,Fragment (object portion),6,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,fragment (object portion),AAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207502,317,Barrel (container),2,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no object #s,Inventory,"Scott, Barbara G.",2/20/2014,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207503,317,Pipe (conduit),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,pipe (conduit),AAT,fragment (object portion),AAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207467,317.37.18,Fragment (object portion),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,fragment (object portion),AAT,,,,,,,,N0,W80,,,,,,,3.5,4,feet,,,"rectangular piece of iron 1/8 by 1 1/2""""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207468,317.48.7,Container (receptacle),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,rim,AAT,,,,,0 N / 0 W east one foot to 0 N / 10 E west two feet,N0,E0-10,,,2,,,,1.7,2.7,feet,,,square or rectangular sheet iron container rim fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207469,317.83.7,Container (receptacle),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,fragment (object portion),AAT,,,,,10 S / 30 E south five feet,S10,E30,,,,,,fill,0,6,feet,surface,,iron shot fragment possibly a portion of a metal container,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207470,317.93.6,Container (receptacle),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,mouth (container component),AAT,,,,,10 S / 20 E northwest quarter,S10,E20,,,,,,fill,0,6,feet,surface,,large iron ring,Catalog,,Unknown Cataloger,,,,,,,,,This object does not match the catalog description.,Inventory,"Scott, Barbara G.",2/20/2014,Originally entered as 317.94.6 but changed to  317.93.6 because this artifact matches the description for that number and 317.94.6 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/19/2015,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207472,317.98.22,Can (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,metal,AAT,,,can (container),AAT,fragment (object portion),AAT,,,,,10 S / 0 E north half or NW quarter,S10,E0,,,,,,,0,3,feet,surface,,tin can top or bottom,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207473,317.104.11,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,10 S / 0 E south half,S10,E0,,,,,,,0,3,feet,surface,,"bent iron strip 3/4 wide 6"" long""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207474,317.111.7,Can (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,metal,AAT,,,can (container),AAT,fragment (object portion),AAT,,,,,"20 S / 0 E north half, west half",S20,E0,,,,,,,,3,feet,,,base of metal can,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207475,317.111.8,Can (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,metal,AAT,,,can (container),AAT,fragment (object portion),AAT,,,,,"20 S / 0 E north half, west half",S20,E0,,,,,,,,3,feet,,,"metal can body fragment lettering partially visible SHOULD"" ""Canned under pressure"" ""Packed by Gold""""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207476,317.130.17,Handle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,handle,AAT,,,,,,,20 S / 40 E southeast corner,S20,E40,,,,,,,2,5,feet,,,iron handle,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207477,317.145.14,Container (receptacle),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,fragment (object portion),AAT,,,,,10 S / 30 E west half,S10,E30,,,,,,,5.3,6.3,feet,,,iron fragment [[sketch]],Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207478,317.152.9,Fragment (object portion),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,fragment (object portion),AAT,,,,,,,10 S / 20 E east half,S10,E20,,,,,,,,6.1,feet,,,scrap iron fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207480,317.156.18,Strip (object genre),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,strip (object genre),AAT,,,,,,,,S10,W100,,,,,,fill,,,,,,iron strip fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207481,317.161.20,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,N0,W80,,,,,,,4.9,6,feet,,,"barrel band fragment, 1 wide 1.5mm thick""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207482,317.164.12,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,N0,W80,,,,,,,4.9,6,feet,,,"barrel band fragment 3/4 wide -  2 mm thick""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207483,317.164.13,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,N0,W80,,,,,,,4.9,6,feet,,,"barrel band fragment 3/4 wide -  2 mm thick""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207484,317.180.6,Fragment (object portion),3,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,fragment (object portion),AAT,,,,,,,10 S / 0 E west five feet,S10,E0,,,,,,fill,0,6,feet,surface,,fragments of same that piece together,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207485,317.180.7,Container (receptacle),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,rim,AAT,,,,,10 S / 0 E west five feet,S10,E0,,,,,,fill,0,6,feet,surface,,fragments of same that piece together,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207510,317.211.29,Barrel (container),4,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,S0,W40,,,,,,fill,,,,,,"barrel band fragments 1.3 wide 3 mm thick; each piece is very long & were probably of the same hoop""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207487,317.211.30,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,S0,W40,,,,,,fill,,,,,,"barrel band fragment 1.1 wide""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207488,317.211.33,Fragment (object portion),4,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,fragment (object portion),AAT,,,,,,,,S0,W40,,,,,,fill,,,,,,iron fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207489,317.217.20,Fragment (object portion),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,fragment (object portion),AAT,,,,,,,10 S / 0 W west six feet,S10,W0,,,,,,,2.6,3,feet,,,"iron fragment, unidentifiable a circular piece 3 3/4 long -  approx 5 mm thick- flattened into an oval shape""",Catalog,,Unknown Cataloger,,,,,,,,,Does not match the catalog description for this object,Inventory,"Scott, Barbara G.",2/20/2014,Originally entered as 317.217.21 but changed to 317.217.20 because this artifact matches the description for that number and 317.217.21 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/20/2015,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207490,317.265.28,Barrel (container),4,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,S20,W80,,,,,,,,5.8,feet,,,"iron strip fragments - widths vary from 1.5 to .9""""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207491,317.281.14,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,S20,W80,,,,,,fill,,,,,,"iron strip fragment 1 x 16 3/4"" -  1 mm thick""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207492,317.292.1,Sample,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wood (plant material),AAT,iron (metal),AAT,sample,AAT,cut nail,AAT,,,,,,N0,E30,,,,,,,,6,feet,,,wood fragments from stairwell,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207493,317.294.17,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,S20,W100,,,,,,,5.6,6,feet,,,poss. barrel band fragment (iron),Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207494,317.294.18,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,S20,W100,,,,,,,5.6,6,feet,,,poss. barrel band fragment (iron),Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207495,317.295.27,Barrel (container),0,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,S20,W110,,,,,,,5.5,6,feet,,,poss. barrel band fragments (iron),Catalog,,Unknown Cataloger,,,,,,,,,Not found in box; only label present,Inventory,"Scott, Barbara G.",2/20/2014,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207496,317.314.8,Container (receptacle),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,rim,AAT,,,,,,S20,E60,,,,,,fill,,,,,,"sheet iron strip, folded lengthwise, 8.5 x 2"" x .2"". Possibly a container rim fragment.""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207511,317.324.1,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,,S20,W80,,,,,,fill above floor boards,5.5,8,feet,,,"flat, iron hoop (broken) 2.5' x 1.5 x .1"" thick""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207504,317.330.53,Container (receptacle),2,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,fragment (object portion),AAT,,,,,,S10,W80,,,1,,,,,,,,,"[2 of 6] iron scraps: 1) iron wire 2) small, square sheet iron container body and base fragment- similar to contemporary spam can: 3) 1 round sheet iron can top or bottom fragment 4) 1 threaded bottle cap 5) 1 iron scrap similar to cut nail shank- but tapered at each end",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207505,317.330.53,Cap cover,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,cap cover,AAT,,,,,,,,S10,W80,,,1,,,,,,,,,"[1 of 6] iron scraps: 1) iron wire 2) small, square sheet iron container body and base fragment- similar to contemporary spam can: 3) 1 round sheet iron can top or bottom fragment 4) 1 threaded bottle cap 5) 1 iron scrap similar to cut nail shank- but tapered at each end",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207506,317.330.53,Fragment (object portion),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,wire,AAT,iron (metal),AAT,fragment (object portion),AAT,,,,,,,,S10,W80,,,1,,,,,,,,,"[1 of 6] iron scraps: 1) iron wire 2) small, square sheet iron container body and base fragment- similar to contemporary spam can: 3) 1 round sheet iron can top or bottom fragment 4) 1 threaded bottle cap 5) 1 iron scrap similar to cut nail shank- but tapered at each end",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207507,317.330.53,Container (receptacle),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,fragment (object portion),AAT,,,,,,S10,W80,,,1,,,,,,,,,"[1 of 6] iron scraps: 1) iron wire 2) small, square sheet iron container body and base fragment- similar to contemporary spam can: 3) 1 round sheet iron can top or bottom fragment 4) 1 threaded bottle cap 5) 1 iron scrap similar to cut nail shank- but tapered at each end",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207508,317.330.53,Fragment (object portion),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,fragment (object portion),AAT,,,,,,,,S10,W80,,,1,,,,,,,,,"[1 of 6] iron scraps: 1) iron wire 2) small, square sheet iron container body and base fragment- similar to contemporary spam can: 3) 1 round sheet iron can top or bottom fragment 4) 1 threaded bottle cap 5) 1 iron scrap similar to cut nail shank- but tapered at each end",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207498,317.333.14,Fragment (object portion),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet metal,AAT,iron (metal),AAT,fragment (object portion),AAT,,,,,,,,S20,E60,,,,,,fill,,,,,,sheet iron fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207499,317.385.5,Container (receptacle),2,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,brass (alloy),AAT,,,container (receptacle),AAT,rim,AAT,,,,,0 N / 0 E stairwell,N0,E0,,,,,,stairwell,0,5.5,feet,surface,,brass rim fragment- possibly from a container,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207500,317.388.3,Container (receptacle),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet metal,AAT,brass (alloy),AAT,container (receptacle),AAT,fragment (object portion),AAT,,,,,,S10,W110,,,,,,fill (doorway),4,5,feet,,,possible sheet brass counter fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207479,317.153B.10,Ring (object genre),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,ring (object genre),AAT,,,,,,,20 S / 10 E southwest quarter,S20,E10,,,,,,,5,6.3,,,,"threaded metal pipe fitting [[sketch]] 2 3/4 in in diameter 1 high""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207497,317.332A.29,Lid (cover),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,metal,AAT,,,lid (cover),AAT,,,,,,,,S0,W80,,,1,,,,5.6,5.8,feet,,,metal threaded dome-shaped screw-on lid,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207471,317.95A.10,Barrel (container),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,barrel (container),AAT,component (component object),AAT,,,,,10 S / 10 E south five feet,S10,E10,,,,,,fill,0,6,feet,surface,,"sheet iron strip 5.5x .55""x .075"" Possibly a small barrel ban fragment""",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
11207486,317.95B.2,Container (receptacle),7,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,iron (metal),AAT,,,container (receptacle),AAT,fragment (object portion),AAT,,,,,10 S / 10 E north half  Miscellaneous iron objects,S10,E10,,,,,,,4.8,,feet,,,"miscellaneous iron container fragments (Rim, base or lid and body) Possibly from a large iron pot probably not from same container as lid item 317-95B-1. Lid is separate - 7 fragments are bagged together",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,652.Archaeology,7/9/2014,Nancy Hoffman
